Completed_At,Transaction_ID,FFI_Amount,TP_Amount,User_ID,User_Type,Status
6/16/22 7:29,705772,41.44,41.43,294,0,SUCCESS
6/16/22 7:44,705819,19.19,19.18,815,0,SUCCESS
6/16/22 8:18,717735,19.90,19.91,41,0,SUCCESS
6/16/22 16:54,720411,10.32,10.31,568,0,SUCCESS
6/16/22 23:29,721588,24.30,24.31,516,0,SUCCESS
6/17/22 19:45,725250,19.64,19.63,747,0,SUCCESS
6/17/22 20:39,725416,9.57,9.58,384,1,SUCCESS
6/17/22 23:57,725996,23.19,23.20,227,1,SUCCESS
6/18/22 7:25,727365,26.40,26.41,514,0,SUCCESS
6/18/22 13:02,728357,44.52,44.53,635,0,SUCCESS
6/19/22 12:16,732615,15.92,15.93,182,1,SUCCESS
6/19/22 16:57,733429,28.83,28.84,179,0,SUCCESS
6/19/22 20:05,733977,50.05,50.04,159,0,SUCCESS
6/19/22 20:31,733996,21.50,21.49,309,0,SUCCESS
6/20/22 2:08,734957,21.42,21.41,35,1,SUCCESS
6/20/22 10:01,736489,21.22,21.21,242,0,SUCCESS
6/20/22 20:49,738408,12.59,12.60,590,0,SUCCESS
6/21/22 9:23,740681,6.28,6.29,815,0,SUCCESS
6/21/22 14:09,741549,36.47,36.46,673,0,SUCCESS
6/22/22 2:25,743720,13.34,13.35,584,0,SUCCESS
6/22/22 3:39,743588,16.37,16.36,904,0,SUCCESS
6/22/22 15:48,746111,18.22,18.21,521,0,SUCCESS
6/23/22 1:06,747779,15.70,15.71,684,0,SUCCESS
6/23/22 11:37,736774,12.67,12.68,75,1,SUCCESS
6/23/22 12:34,749865,3.86,3.87,725,0,SUCCESS
6/23/22 22:54,751687,0.73,0.74,422,1,SUCCESS
6/24/22 11:18,753925,26.97,26.96,461,0,SUCCESS
6/24/22 16:14,741900,15.25,15.24,905,0,SUCCESS
6/25/22 2:00,743644,27.63,27.62,531,0,SUCCESS
6/25/22 12:49,758564,26.50,26.49,753,1,SUCCESS
6/26/22 1:55,760912,0.01,0.00,139,0,SUCCESS
6/26/22 4:08,761340,43.07,43.06,966,1,SUCCESS
6/26/22 6:33,761766,26.49,26.48,8,1,SUCCESS
6/26/22 9:11,761982,9.71,9.70,541,0,SUCCESS
6/26/22 13:09,762743,26.63,26.64,706,0,SUCCESS
6/27/22 17:13,755005,5.81,5.80,478,0,SUCCESS
6/28/22 1:26,769582,30.34,30.35,550,0,SUCCESS
6/28/22 10:46,771309,14.26,14.25,326,0,SUCCESS
6/29/22 22:47,777755,18.88,18.87,695,0,SUCCESS
6/30/22 2:56,772961,16.46,16.47,430,0,SUCCESS
6/30/22 23:03,782076,36.85,36.84,802,0,SUCCESS
7/1/22 4:47,783101,16.04,16.05,372,0,SUCCESS
7/1/22 5:28,783222,41.51,41.50,447,0,SUCCESS
7/1/22 5:42,770350,7.18,7.17,79,0,SUCCESS
7/1/22 6:19,770457,12.56,12.55,704,0,SUCCESS
7/1/22 12:09,784486,18.80,18.79,503,0,SUCCESS
7/1/22 15:23,782107,21.48,21.47,327,0,SUCCESS
7/2/22 9:17,788314,6.71,6.72,679,0,SUCCESS
7/3/22 0:31,791125,3.24,3.25,451,0,SUCCESS
7/3/22 17:35,794164,24.29,24.28,479,0,SUCCESS
7/3/22 18:05,794251,32.97,32.98,753,1,SUCCESS
7/3/22 21:15,794811,36.67,36.68,32,1,SUCCESS
7/4/22 10:57,797247,7.48,7.49,421,0,SUCCESS
7/5/22 3:25,800246,14.94,14.95,296,0,SUCCESS
7/6/22 15:34,805571,24.17,24.16,44,0,SUCCESS
7/6/22 17:07,807030,11.30,11.29,505,1,SUCCESS
7/6/22 18:03,807193,32.40,32.41,301,0,SUCCESS
7/8/22 21:44,816525,18.73,18.74,116,0,SUCCESS
7/9/22 10:53,818894,21.61,21.62,258,0,SUCCESS
7/9/22 14:02,806467,24.58,24.57,160,0,SUCCESS
7/10/22 2:24,808701,33.99,34.00,656,0,SUCCESS
7/10/22 8:50,822900,32.33,32.34,549,0,SUCCESS
7/10/22 12:45,810615,13.35,13.34,718,0,SUCCESS
7/10/22 18:01,824423,3.88,3.87,401,0,SUCCESS
7/11/22 5:58,826794,34.73,34.72,413,1,SUCCESS
7/11/22 11:30,827800,6.67,6.68,51,1,SUCCESS
7/11/22 19:02,829130,8.02,8.01,203,0,SUCCESS
7/12/22 18:31,833397,23.71,23.72,98,1,SUCCESS
7/13/22 1:23,834674,28.88,28.89,785,0,SUCCESS
7/13/22 21:28,838230,30.57,30.56,0,0,SUCCESS
7/14/22 4:19,839540,33.00,33.01,192,0,SUCCESS
7/14/22 15:10,841487,23.37,23.38,439,0,SUCCESS
7/15/22 4:25,843888,30.98,30.97,610,0,SUCCESS
7/15/22 10:33,845006,26.06,26.05,329,1,SUCCESS
7/15/22 11:08,845109,37.72,37.73,832,0,SUCCESS
7/15/22 18:30,846417,39.29,39.30,141,0,SUCCESS
7/16/22 4:09,848077,10.87,10.88,903,0,SUCCESS
7/16/22 7:17,848614,20.61,20.62,31,0,SUCCESS
7/16/22 12:12,843138,40.84,40.83,908,0,SUCCESS
7/17/22 0:21,851642,24.47,24.46,61,0,SUCCESS
7/17/22 23:30,855712,21.42,21.41,371,0,SUCCESS
7/18/22 1:52,856171,17.71,17.72,896,0,SUCCESS
7/18/22 2:18,855282,29.27,29.28,496,0,SUCCESS
7/18/22 14:28,858445,6.72,6.73,668,0,SUCCESS
7/18/22 19:37,858313,22.76,22.75,427,0,SUCCESS
7/20/22 18:12,854832,9.44,9.43,79,0,SUCCESS
7/20/22 18:16,867903,11.20,11.19,7,0,SUCCESS
7/21/22 10:04,857671,7.89,7.90,983,0,SUCCESS
7/21/22 23:30,873153,22.16,22.17,601,1,SUCCESS
7/22/22 0:48,871904,16.17,16.16,247,0,SUCCESS
7/22/22 2:13,871374,29.94,29.95,142,0,SUCCESS
7/22/22 7:32,868262,13.99,13.98,362,0,SUCCESS
7/22/22 8:20,861718,12.86,12.85,62,0,SUCCESS
7/22/22 14:54,875927,31.69,31.70,482,0,SUCCESS
7/22/22 18:18,876531,14.38,14.39,955,0,SUCCESS
7/23/22 6:48,878775,17.06,17.07,101,0,SUCCESS
7/23/22 14:07,880108,11.26,11.27,73,0,SUCCESS
7/23/22 17:46,880744,28.18,28.17,636,1,SUCCESS
7/23/22 19:54,881002,21.29,21.28,550,0,SUCCESS
7/23/22 23:26,881763,29.43,29.42,759,0,SUCCESS
7/24/22 5:54,882283,7.72,7.71,452,0,SUCCESS
7/24/22 8:35,883448,26.65,26.64,696,0,SUCCESS
7/25/22 12:02,888355,22.57,22.56,724,0,SUCCESS
7/26/22 3:05,878111,26.61,26.62,935,0,SUCCESS
7/26/22 5:33,891508,16.09,16.08,553,1,SUCCESS
7/26/22 7:27,878883,28.29,28.30,19,1,SUCCESS
7/26/22 10:28,892390,10.38,10.39,717,0,SUCCESS
7/27/22 3:18,882498,22.54,22.53,67,0,SUCCESS
7/27/22 11:45,896926,25.98,25.99,594,0,SUCCESS
7/27/22 14:03,897278,40.87,40.86,170,0,SUCCESS
7/28/22 0:20,899221,21.16,21.15,658,0,SUCCESS
7/28/22 16:44,902287,14.74,14.73,396,1,SUCCESS
7/29/22 16:32,900407,32.08,32.09,298,1,SUCCESS
7/29/22 17:15,906647,16.44,16.43,472,0,SUCCESS
7/29/22 20:57,907340,40.60,40.59,216,0,SUCCESS
7/30/22 9:31,909635,19.82,19.83,877,0,SUCCESS
7/30/22 11:21,909654,1.67,1.68,918,0,SUCCESS
7/31/22 1:51,899541,37.41,37.40,859,0,SUCCESS
7/31/22 4:10,912886,20.81,20.82,849,0,SUCCESS
7/31/22 6:26,913409,13.65,13.66,734,0,SUCCESS
7/31/22 7:31,913593,37.94,37.93,304,1,SUCCESS
7/31/22 20:04,902878,27.03,27.04,247,0,SUCCESS
8/1/22 2:34,917033,15.15,15.16,599,0,SUCCESS
8/1/22 9:52,918323,44.87,44.88,386,0,SUCCESS
8/2/22 6:35,922082,24.18,24.17,450,1,SUCCESS
8/2/22 8:25,922332,33.29,33.30,476,0,SUCCESS
8/2/22 16:07,910816,29.11,29.10,39,1,SUCCESS
8/2/22 23:38,925072,12.00,11.99,530,1,SUCCESS
8/3/22 6:30,926322,27.91,27.90,377,0,SUCCESS
8/3/22 7:38,926529,25.20,25.19,296,0,SUCCESS
8/4/22 5:10,930369,21.25,21.24,212,0,SUCCESS
8/5/22 8:50,935351,11.86,11.87,7,0,SUCCESS
8/5/22 14:25,936393,32.56,32.55,517,1,SUCCESS
8/5/22 18:04,932066,15.85,15.84,344,0,SUCCESS
8/7/22 10:14,931288,10.09,10.10,203,0,SUCCESS
8/7/22 21:43,946460,25.92,25.93,772,0,SUCCESS
8/8/22 14:56,947993,3.32,3.31,708,0,SUCCESS
8/8/22 15:33,936595,9.28,9.29,87,0,SUCCESS
8/8/22 21:05,950745,0.01,0.02,67,0,SUCCESS
8/8/22 23:31,951205,24.15,24.14,271,0,SUCCESS
8/9/22 2:37,938603,0.01,0.02,325,0,SUCCESS
8/9/22 4:05,938881,21.19,21.20,533,0,SUCCESS
8/9/22 4:43,952098,27.58,27.59,14,0,SUCCESS
8/9/22 11:40,940284,9.18,9.19,96,1,SUCCESS
8/11/22 12:36,962071,14.83,14.84,62,0,SUCCESS
8/11/22 18:28,963118,19.94,19.95,626,0,SUCCESS
8/11/22 22:35,951023,14.67,14.66,377,0,SUCCESS
8/11/22 22:41,963433,23.84,23.85,411,0,SUCCESS
8/12/22 2:46,964653,19.01,19.00,758,0,SUCCESS
8/12/22 14:51,966817,20.89,20.88,883,1,SUCCESS
8/13/22 8:45,970100,2.35,2.34,761,0,SUCCESS
8/14/22 21:13,976623,13.26,13.25,566,1,SUCCESS
8/15/22 12:30,966383,22.48,22.49,834,0,SUCCESS
8/16/22 12:46,983829,24.95,24.94,91,0,SUCCESS
8/16/22 15:35,984334,18.45,18.46,961,0,SUCCESS
8/16/22 20:54,985166,33.46,33.47,909,1,SUCCESS
8/16/22 21:24,985409,35.72,35.73,526,0,SUCCESS
8/16/22 22:19,985573,26.94,26.95,227,1,SUCCESS
8/17/22 11:16,986227,21.07,21.08,144,1,SUCCESS
8/18/22 15:03,992904,24.61,24.62,812,0,SUCCESS
8/19/22 15:02,997121,13.50,13.51,509,0,SUCCESS
8/20/22 18:11,991706,19.76,19.77,360,0,SUCCESS
8/21/22 4:11,990923,26.39,26.38,999,0,SUCCESS
8/21/22 10:51,998507,17.10,17.11,176,0,SUCCESS
8/21/22 12:04,992376,5.59,5.60,599,0,SUCCESS
8/22/22 6:38,995730,37.07,37.06,300,0,SUCCESS
